0.2100E+02 , 0.2200E+00 , 0.1029E-01 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.2058E-01 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.3086E-01 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.4113E-01 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.5140E-01 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.6019E-01 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.7045E-01 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.8069E-01 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.9093E-01 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.1012E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.1114E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.1201E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.1303E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.1405E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.1507E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.1609E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.1711E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.1812E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.1914E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.2001E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.2103E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.2204E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.2305E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.2407E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.2508E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.2609E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.2710E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.2811E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.2912E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.3013E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.3114E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.3200E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.3301E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.3402E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.3502E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.3603E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.3704E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.3804E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.3905E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.4005E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.4106E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.4206E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.4307E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.4407E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.4507E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.4608E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.4708E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.4808E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.4909E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.5009E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.5109E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.5210E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.5310E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.5410E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.5511E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.5611E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.5711E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.5812E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.5912E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.6012E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.6113E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.6213E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.6313E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.6414E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.6514E+00 , 0.0000E+00
0.2100E+02 , 0.2200E+00 , 0.6614E+00 , 0.0000E+00
